1;361
1,5;323,5
2;339,6666667
2,666666667;342,6666667
3;330,2
3,75;320,25
4;331,7142857
4,4;335,8
5;344,8888889
5,8;351,8
6;357,5833333
7;364,3333333
7;375,8181818
7,666666667;392,3333333
8;400,5555556
8,555555556;419,2222222
9;424,1666667
9,7;442,8
10;461,4
10,63636364;474,7272727
11;496,3
11,54545455;511,0909091
12;531,0909091
12,83333333;548,8333333
13;574,8333333
13,8;584,4
14;596,1818182
14,4;610,4
15;628
15,78571429;634,4285714
16;651,1
16,5;661,5833333
17;675,6428571
17,90909091;684,5454545
18;693,2307692
18,66666667;703,3333333
19;713,6666667
19,63636364;724,0909091
20;743,3076923
20,64285714;742,4285714
21;758,375
21,63636364;763,5454545
22;773,5333333
22,61538462;790,0769231
23;794,8666667
23,73333333;807,5333333
24;823,1666667
24,53333333;832,7333333
25;841,125
25,53846154;859,2307692
26;867,2
26,61538462;881,4615385
27;892
27,61538462;904,2307692
28;912,6
28,52941176;921,8823529
29;938,4285714
29,6;942,4
30;954,5882353
30,75;971,1875
31;976,2666667
31,8125;988,75
32;998,6
32,8125;1012,75
33;1022,933333
33,71428571;1035,857143
34;1059
34,625;1072,5625
35;1108,785714
35,66666667;1111,444444
36;1161,166667
36,6875;1146,9375
37;1216
37,6;1174
38;1231,5
38,53333333;1214,533333
39;1274,125
39,70588235;1244,352941
40;1302,857143
40,71428571;1273,214286
41;1302,533333
41,66666667;1297,866667
42;1343
42,70588235;1344,764706
43;1367,416667
43,68421053;1385,315789
44;1366,692308
44,7;1368,95
45;1435,928571
46;1440,666667
46;1474,066667
46,53333333;1442,2
47;1551,4375
48;1506,117647
48;1493
48,52941176;1466,882353
49;1527
50;1653,222222
50;1577,315789
50,47368421;1600,052632
51;1610,181818
51,55;1644,55
52;1619
52,47619048;1656,761905
53;1666,25
53;1663,9
54;1707,869565
55;1665,666667
55;1691,583333
55;1728,083333
56;1831,04
57;1848,666667
57;1824,214286
57;1748,833333
58;1841,037037
59;1841,214286
59;1866,928571
60;1883
60;1902,866667
61;2017,666667
61;2013,533333
62;2042,533333
62;1944,5625
63;2002,0625
63;1906
64;2026,25
64;1912,294118
65;2013,4375
65;1978,111111
66;2012,314286
67;2081
68;2252,75
68;2307,117647
69;2437,95
69;2185,277778
70;2125,5
71;2108,263158
71;2259,428571
72;2335,368421
73;2344,363636
73;2361,9
74;2463,090909
75;2298,428571
76;2372,391304
76;2350,238095
77;2428,708333
78;2367,954545
79;2578,92
79;2617,863636
80;2658,576923
81;2411,73913
82;2534,37037
83;2535,375
83;2791,259259
84;2546,44
85;2682,25
86;2666,807692
87;2952,068966
88;2872,888889
89;2882,566667
90;2773,642857
91;2814,935484
92;2793,413793
93;2883,419355
94;2858,8
94;2916,0625
95;2843,483871
97;2944,30303
98;3001,5
99;3132,257143
100;3166,823529
101;4281
101;3207,970588
102;3244,333333
103;3210,171429
104;3043
105;3379,194444
106;3524,081081
107;3522,5
108;3286,552632
109;3265,051282
111;3337,564103
112;3619,625
113;3755,585366
115;3647,97561
116;3599,380952
117;3496,395349
119;3542,44186
120;3649,795455
121;3841,777778
123;3973,333333
125;4157,595745
126;4070,148936
128;3939,979167
129;3777,395833
131;3895,18
132;3911,77551
134;4143,346154
136;4448,196078
137;4555,056604
139;4722,433962
141;4585,188679
142;4319,649123
144;4106,685185
146;4253,915254
148;4456,232143
150;4553
151;4741,431034
153,1290323;4872,33871
156;5017,8
158;8048,6
158;5236,896552
159,8333333;5164,592593
162;5308,918919
163;4645,770833
166;5490,857143
168;4962,289474
170;5552,575758
172;5150,205882
172;4074
175;5831,245763
177;6052
181;6812,162791
182;6872,694444
186;4534,573427
187;4529,090909
194;9222,688679
195;8959,653333
198;7314,052632
199;4792,666667
199;5395,081081
200;5329,5
200;5853,793103
200;5754,5
202;4064,094118
205;5396,190476
208;6652,1
211;6187,46875
214;7855,37931
217;6046,95082
220;7384,511811
222;8579,068966
223;5433,16092
228;7617,695652
231;9036,27619
235;6492,272727
237;13031,2381
237;6572,16129
241;10461
244;13038,66667
244,5;13530,5
245;10127,51327
247;10963,06316
247;9835,375
249;11523,5
250;12869
253;10306,98462
253;8557,488372
254;7412,46875
254,6808511;8450,819149
259;6697,4375
262;7693,990741
265;7192,797101
268;12831
268;7091,989474
273;8310,521429
276;8487,076923
281;12456,66667
283;8743,221154
286;13076,82432
287;10054,41176
289;12450
290;6520,865385
294;7195,050847
301;14645,8125
302;11025,64198
305;14708,31765
306;11359,4918
306;12393,28571
307;9110,32
309;7434,5
310;9024,736842
312;7073,655629
316;10391,2
316,9593496;9286,471545
323;12096,63248
326;11165,95385
330,9;8527,96
339;16585,33333
340;13469,48315
343;16895,85345
344;10883,02041
346;15119,48148
346;7390,2
348;10301,4
349;7996,290541
356;13351
357;11607,07042
361;16410,10145
363;11819,94643
365;13426,13333
367;8980,321429
373;10074,94253
378;12804,96296
378;10360,34146
382;14643,68421
385;12150,32222
390;14170,09548
393;13656,01299
393;8378,182927
397;7376,698324
405;19458,73684
406;14196,42373
411;18227,63095
412;13211,5913
415;18109,97753
419;11696,51304
422;13387,83871
426;13334,93458
430;15833,33654
434;14036,34286
437;16330,75455
442;14727,4466
446;16877,96552
451;15562,25253
454;17929,44355
460;16609,42708
463;18802,12121
470;17654,67391
473;19796,42857
480;20058,125
480;18278,03125
482;19741,47333
485;14746,55714
485;12349,62366
487;2330,346154
495;19236,17323
496;13735,76471
498;18188,63636
499;16593,1634
499,4;14891,7
500;14990,1791
500;14809,5
500;8763,6
500;3315,5
500;21027,77778
500;17095,64706
500;15613,46923
500;20748,12605
500;17372,99167
500;20823,26119
500;12562,375
500;16734,73016
500;15601,02857
